ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US)
7924,The system shall allow searching for resources based on various metadata criteria.,,,,,,,,,,,,
7925,"The system shall allow repository managers to define access controls for collections, objects, and components.",,,,,,,,,,,,
7926,The system shall restrict access to resources based on user roles and permissions.,,,,,,,,,,,,
7927,The system shall allow indicating relationships between collections and objects.,,,,,,,,,,,,
7928,"The system shall allow users to search for collections, objects, and components by various criteria.",,,,,,,,,,,,
7929,The system shall allow users to browse collections and view object and component details.,,,,,,,,,,,,
7930,"The system shall track events related to collections, objects, components, and files.",,,,,,,,,,,,
7931,"The system shall record details about events, including agents, timestamps, and outcomes.",,,,,,,,,,,,
7932,The system shall protect repository content and user data with robust security measures.,,,,,,,,,,,,
7933,The system shall be scalable to accommodate a growing volume of data and users.,,,,,,,,,,,,
7934,The system shall allow archivists to apply licenses and rights statements to files.,,,,,,,,,,,,
7935,The system shall allow archivists to mark individual and groups of files as restricted.,,,,,,,,,,,,
7936,"The system shall allow archivists to set restrictions based on dates, IP addresses, or users.",,,,,,,,,,,,
7937,The system shall allow archivists to upload single and groups of files.,,,,,,,,,,,,
7938,The system shall allow archivists to automatically create access copies and technical metadata for files.,,,,,,,,,,,,
7939,The system shall allow assistant archivists to upload staff-generated working papers.,,,,,,,,,,,,
7940,The system shall allow archivists to distinguish between preservation and access digital objects.,,,,,,,,,,,,
7941,The system shall allow archivists to link electronic publications to citations.,,,,,,,,,,,,
7942,The system shall allow archivists to create quality scans and automatically generate access derivatives.,,,,,,,,,,,,
7943,The system shall allow archivists to automatically assign unique identifiers and embed metadata in files.,,,,,,,,,,,,
7944,The system shall allow archivists to rotate images and perform basic image adjustments.,,,,,,,,,,,,
7945,The system shall allow donor representatives to submit incremental accruals to collections.,,,,,,,,,,,,
7946,The system shall allow archivists to manage scans of archival material and loan documentation.,,,,,,,,,,,,
7947,The system shall allow researchers to generate citations and share links to files.,,,,,,,,,,,,
7948,The system shall display copyright status and clear citation information for files.,,,,,,,,,,,,
7949,"The system shall allow researchers to download files, reports, and locate materials for social media sharing.",,,,,,,,,,,,
7950,The system shall allow researchers to request analog versions and order copies of digital objects.,,,,,,,,,,,,
7951,The system shall notify researchers if requested materials are already digitized.,,,,,,,,,,,,
7952,The system shall allow researchers to stream audio/video files and export descriptive data.,,,,,,,,,,,,
7953,"The system shall allow searching files by keyword, tag, and across collections.",,,,,,,,,,,,
7954,The system shall allow browsing through files in collections.,,,,,,,,,,,,
7955,The system shall allow researchers to search OCRed text in digitized documents.,,,,,,,,,,,,
7956,The system shall display the date of digitization for files.,,,,,,,,,,,,
7957,The system shall allow keyword searching across scanned diaries.,,,,,,,,,,,,
7958,The system shall allow researchers to view thumbnails and film clips.,,,,,,,,,,,,
7959,The system shall allow archivists to search images by various criteria.,,,,,,,,,,,,
7960,The system shall allow archivists to search non-public finding aids and view collection files.,,,,,,,,,,,,
7961,The system shall allow archivists to search by material type and image using image upload.,,,,,,,,,,,,
7962,The system shall allow archivists to track file usage and provide access to unprocessed materials.,,,,,,,,,,,,
7963,"The system shall allow administrators to create user groups, roles, assign users, and manage access rights.",,,,,,,,,,,,
7964,The system shall allow integration with Active Directory for user login and password resets.,,,,,,,,,,,,
7965,The system shall allow administrators to control the visibility of specific metadata fields for different user groups.,,,,,,,,,,,,
7966,"The system shall be user-friendly for various user roles (archivists, researchers, donors).",,,,,,,,,,,,
7967,The system shall provide clear and informative messages to users.,,,,,,,,,,,,
7968,"The system performance shall be responsive for uploading, searching, and downloading files.",,,,,,,,,,,,
7969,Library staff shall create collections.,,,,,,,,,,,,
7970,Curators shall manage collections and set access permissions.,,,,,,,,,,,,
7971,Curators shall configure deposit forms for collections.,,,,,,,,,,,,
7972,System shall allow batch ingest of ETDs.,,,,,,,,,,,,
7973,Curators shall perform author and item authority control.,,,,,,,,,,,,
7974,Curators shall move items between collections.,,,,,,,,,,,,
7975,Administrators shall create deposit groups.,,,,,,,,,,,,
7976,Curators shall manage user groups and permissions.,,,,,,,,,,,,
7977,Curators shall require authentication for object access.,,,,,,,,,,,,
7978,Administrators shall restore previous versions of objects.,,,,,,,,,,,,
7979,System shall define accepted data formats for deposit.,,,,,,,,,,,,
7980,System shall validate data integrity and format compliance.,,,,,,,,,,,,
7981,System shall record embargo and access control metadata.,,,,,,,,,,,,
7982,System shall encrypt collection data and maintain checksums.,,,,,,,,,,,,
7983,System shall track financial responsibility for each item.,,,,,,,,,,,,
7984,System shall record publication and unpublication events.,,,,,,,,,,,,
7985,System shall allow searching by date range for items.,,,,,,,,,,,,
7986,System shall display embargo status and release date for items.,,,,,,,,,,,,
7987,System shall expose descriptive records for external use.,,,,,,,,,,,,
7988,System shall allow browsing collections and viewing metadata.,,,,,,,,,,,,
7989,System shall generate reports on storage consumption.,,,,,,,,,,,,
7990,System shall display collection-level replication status.,,,,,,,,,,,,
7991,System shall track and record audit events.,,,,,,,,,,,,
7992,System shall provide user activity reports.,,,,,,,,,,,,
7993,System shall provide a dashboard widget for recent submissions.,,,,,,,,,,,,
7994,Administrators shall download embargo metadata for ETDs.,,,,,,,,,,,,
7995,System shall integrate with designated external services (if feasible).,,,,,,,,,,,,
7996,System shall support OAI-PMH for repository content exposure.,,,,,,,,,,,,
7997,System shall provide a Linked Data interface for repository data.,,,,,,,,,,,,
7998,System shall allow deposit of data in documented folder structures.,,,,,,,,,,,,
7999,System shall respond to user actions promptly.,,,,,,,,,,,,
8000,System shall be highly available with minimal downtime.,,,,,,,,,,,,
8001,System shall protect user data and repository content.,,,,,,,,,,,,
8002,System shall scale to accommodate growth.,,,,,,,,,,,,
8003,System shall have a user-friendly interface for various user roles.,,,,,,,,,,,,
8004,System shall provide continued access in case of server failure.,,,,,,,,,,,,
8005,System shall allow browsing content by author or subject area.,,,,,,,,,,,,
8006,System shall support a variety of media file and text-based formats.,,,,,,,,,,,,
8007,System shall allow users to assign CC licenses to files.,,,,,,,,,,,,
8008,System shall preserve both content and metadata within the repository.,,,,,,,,,,,,
8009,System shall allow uploading new versions of items while maintaining access to old versions.,,,,,,,,,,,,
8010,"The system shall allow searching music by content identification, profile similarity, similar music/video, enriched metadata, and image tags.",,,,,,,,,,,,
8011,The system shall allow users to upload tagged videos for processing.,,,,,,,,,,,,
8012,The system shall allow browsing video thumbnails and segments.,,,,,,,,,,,,
8013,The system shall provide information about similar video items and segments based on content or perception.,,,,,,,,,,,,
8014,"The system shall recommend content based on user profiles, news events, and image/video similarity.",,,,,,,,,,,,
8015,The system shall allow searching content using automatic speech recognition.,,,,,,,,,,,,
8016,"The system shall display information about people, products, brands, and broadcaster logos identified in videos.",,,,,,,,,,,,
